"species","Order","Class","exDiff","FemaleBM","MaleBM","Testes","FemaleAFB","MaleAFB","Monogamy","AnnProd","FemaleCare","DichroAves","weights"
"Hippotragus niger","Artiodactyla","Mammalia",0.293041356947107,199874.8852,231010.2192,NA,2.17659137577002,2.32991101984942,0,16375,1,NA,0.840142571033128
"Hyaena hyaena","Carnivora","Mammalia",0.043580098522489,38577.16928,35738.37408,7.78036551,2.18042436687201,2.15140314852841,0,2276.3,1,NA,0.663411477474334
"Hydrochoerus hydrochaeris","Rodentia","Mammalia",0.0907403860066675,53287.75359,50941.0619,54.825,1.42258726899384,1.59561943874059,0,6994.6875,1,NA,0.886696731246276
"Hydromys chrysogaster","Rodentia","Mammalia",0.105866501896191,784.1156998,976.0576507,11.765,0.663107460643395,0.71731690622861,NA,196.48584,1,NA,0.575761210107402
"Hydropotes inermis","Artiodactyla","Mammalia",-0.00232427495538198,13150,14232.85714,NA,0.975222450376455,0.990006844626968,0,NA,1,NA,0.573491604763232
"Hylobates lar","Primates","Mammalia",-0.0474921665913906,8024.406335,8269.62887,5.5,6.81998631074606,6.24887063655031,1,158.2275,1,NA,0.654153901769264
"Hypogeomys antimena","Rodentia","Mammalia",-0.129375932338873,1492.791104,1388.98834,NA,1.32210814510609,1.22929500342231,1,NA,NA,NA,0.632908782242383
"Hystrix africaeaustralis","Rodentia","Mammalia",0.0342096514789725,16647.7445,15110.66002,6.652731562,1.17234770704997,1.07597535934292,1,1161.34305,NA,NA,0.661685723155105
"Hystrix brachyura","Rodentia","Mammalia",-0.170297316424845,NA,NA,NA,1,NA,1,NA,NA,NA,0.503272020787476
"Hystrix cristata","Rodentia","Mammalia",0.0737306504562679,16800.02029,15489.42618,NA,1.31307323750856,0.964271047227926,1,4600,1,NA,0.661127838799975
"Hystrix indica","Rodentia","Mammalia",0.0569500852958984,18019.60301,17506.57244,NA,1.57289527720739,1.50527036276523,1,NA,NA,NA,0.739282616295101
"Jaculus jaculus","Rodentia","Mammalia",0.0715123991342484,66.01062703,62.20877378,NA,0.44517453798768,0.507597535934292,0,9.72,1,NA,0.609541310801581
"Jaculus orientalis","Rodentia","Mammalia",-0.027824992241088,140,136,NA,NA,NA,0,NA,NA,NA,0.455627795961699
"Kerodon rupestris","Rodentia","Mammalia",0.138502145365191,706.6129328,684.3299415,NA,0.537166324435318,0.555509924709103,0,610.508,NA,NA,0.620277302466702
"Kobus ellipsiprymnus","Artiodactyla","Mammalia",0.302329536674214,165175.2688,199268.4296,73.65,1.80698151950719,2.04599589322382,0,10395,NA,NA,0.8406195238612
"Kobus kob","Artiodactyla","Mammalia",0.528916527785084,59294.86006,69034.04569,41.65,1.6870636550308,2.16673511293634,0,6989.099,NA,NA,0.605449750027855
"Kobus leche","Artiodactyla","Mammalia",0.442131681536919,72899.85604,98028.02197,67.85,1.8757015742642,1.84859685147159,0,NA,NA,NA,0.920023240583297
"Kobus megaceros","Artiodactyla","Mammalia",0.317619785658393,67484.81312,88252.23325,52,1.5501711156742,2.11635865845311,0,5100,NA,NA,0.805326263390694
"Lagorchestes hirsutus","Diprotodontia","Mammalia",0.167216082368634,1491.537951,1392.399109,NA,0.786858316221766,0.615468856947296,NA,NA,NA,NA,0.570877219485615
"Lagostomus maximus","Rodentia","Mammalia",0.16033069099952,3070,5220,NA,0.889253935660506,1.13182751540041,0,686,1,NA,0.569524724350505
"Lagothrix lagotricha","Primates","Mammalia",-0.282829247918016,7323.343574,10369.17818,11.2,5.84421629021218,4.82409308692676,1,150,NA,NA,0.574408183787431
"Lagurus lagurus","Rodentia","Mammalia",-0.00167169070237697,20.3,NA,NA,0.10403833,0.120465435,1,30.375,NA,NA,0.493688605443381
"Lama glama","Artiodactyla","Mammalia",0.115395703902874,142763.1972,156837.5629,48,1.88035592060233,1.99425051334702,0,6849.996575,NA,NA,0.90694330190931
"Lama guanicoe","Artiodactyla","Mammalia",0.298488113756026,128890.588,128187.1516,48,2.11526351813826,2.46050650239562,0,6849.996575,NA,NA,0.813263560825603
"Lasiorhinus latifrons","Diprotodontia","Mammalia",0.0194992493910565,31893.61267,33804.46705,16.14,1.613100616,1.497604381,NA,NA,1,NA,0.492019973399153
"Lemniscomys barbarus","Rodentia","Mammalia",-0.0711700564277648,NA,42.45,0.7,0.288021902806297,0.317043121149897,NA,NA,NA,NA,0.582365078491244
"Lemniscomys striatus","Rodentia","Mammalia",-0.0169920660808069,39.5,38.06666667,NA,0.459144038,NA,NA,15.436,NA,NA,0.549373842886698
"Lemur catta","Primates","Mammalia",-0.00225568387829862,2859.636357,2984.095,17.8,1.98494182067077,2.11635865845311,0,75.186430409571,1,NA,0.9371016271172
"Leontocebus fuscicollis","Primates","Mammalia",0.123447976280328,390.3361532,367.3653619,1.53,2.20369609856263,2.290212183436,1,71.28,NA,NA,0.575640450099892
"Leontocebus weddelli","Primates","Mammalia",-0.174555689400913,NA,NA,NA,1.49486653,1.998631075,NA,71.28,NA,NA,0.441946661107193
"Leontopithecus chrysomelas","Primates","Mammalia",-0.022506214399617,741.0451199,753.4194927,NA,2.02573579739904,2.13223819301848,1,NA,NA,NA,0.757001030451604
"Leontopithecus chrysopygus","Primates","Mammalia",0.0342240438923657,702.7610612,676.3630044,NA,2.60424366872005,4.14154688569473,1,187.926375,0,NA,0.57683440706469
"Leontopithecus rosalia","Primates","Mammalia",-0.00235839764921618,681.4899592,684.9233823,0.48,2.32772073921971,2.32443531827515,1,187.926375,0,NA,0.768639655613798
"Leopardus geoffroyi","Carnivora","Mammalia",0.0745503010865571,2281.067361,3180.280375,11.62,2.14209445585216,1.69801505817933,0,238.243547,1,NA,0.614298834815343
"Leopardus pardalis","Carnivora","Mammalia",-0.00756265487590083,10009.98836,12097.95366,33.82,2.58398357289528,2.4476386036961,0,422.304,1,NA,0.717660432711202
"Leopardus tigrinus","Carnivora","Mammalia",0.0342131249968997,2275,3000,4.62,NA,NA,0,NA,NA,NA,0.50684240817564
"Leopardus wiedii","Carnivora","Mammalia",0.0186307349850968,3811.233834,3731.627511,6.55,2.24503764544832,3.0280629705681,0,NA,NA,NA,0.568564489683775
"Leporillus conditor","Rodentia","Mammalia",-0.0946686100961335,326.6343546,339.6620209,4,0.553045859000684,0.486516084873374,NA,NA,NA,NA,0.629326845904498
"Leptailurus serval","Carnivora","Mammalia",-0.0344462050438393,10582.13174,13714.43463,NA,1.83162217659138,1.89185489390828,0,1492.25,NA,NA,0.763592762665323
"Lepus brachyurus","Lagomorpha","Mammalia",-0.0877435737373379,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.490870777791678
"Lepus capensis","Lagomorpha","Mammalia",-0.111286296328592,2197.777778,2144,NA,0.547695113,0.479123888,0,916.173343,1,NA,0.521525914833508
"Lepus timidus","Lagomorpha","Mammalia",0.0655008484973443,3496.666667,2635,16.66,0.918275154004107,0.952772073921971,0,716.22348,NA,NA,0.51814786369355
"Litocranius walleri","Artiodactyla","Mammalia",0.120168548190226,25580.50075,29715.16798,21.66,1.64544832306639,2.1388090349076,0,NA,NA,NA,0.654493945866446
"Lontra canadensis","Carnivora","Mammalia",-0.0331019301327306,7721.004998,9255.544053,27,3.00451745379877,2.97166324435318,0,351.372,1,NA,0.692353073341754
"Lophocebus aterrimus","Primates","Mammalia",-0.0650264467395616,8796.348358,11133.03754,13.77209469,4.69541409993155,5.36618754277892,0,185,NA,NA,0.523058529064418
"Loris lydekkerianus","Primates","Mammalia",0.134218482013328,296.2043367,291.6469187,NA,NA,0.999315537,0,23.98185,1,NA,0.541629417682206
"Loris tardigradus","Primates","Mammalia",0.163479014806527,191.6334154,198.1669301,2.04,1.040383299,0.999315537,0,23.98185,NA,NA,0.509018553671961
"Lutra lutra","Carnivora","Mammalia",0.105719336101274,5866.796271,7868.662094,7.425,2.71978097193703,2.17440109514031,0,224.8675,1,NA,0.72410591583342
"Lycaon pictus","Carnivora","Mammalia",-0.127294665326139,27892.53744,31942.01364,28.6,1.89404517453799,2.03805612594114,1,2383.41,0,NA,0.860266880154425
"Lynx canadensis","Carnivora","Mammalia",-0.0137603468950958,12494.17498,14523.26486,3.8,2.00766598220397,2.78603696098563,0,650.76,1,NA,0.62006342336799
"Lynx lynx","Carnivora","Mammalia",-0.0226913125727772,18491.39275,23480.26023,6.665,1.99041752224504,2.00273785078713,0,580.5,1,NA,0.788082976388224
"Lynx rufus","Carnivora","Mammalia",0.046164451170218,9780.103486,11942.04586,2.14,2.20506502395619,2.94318959616701,0,681.835,1,NA,0.704734455340277
"Macaca cyclopis","Primates","Mammalia",-0.10073089854959,NA,NA,NA,4.517481177,NA,0,354.38055,NA,NA,0.496135957213845
"Macaca fascicularis","Primates","Mammalia",0.202975338818537,5571.558908,6900.817295,33,3.74866529774127,2.18042436687201,0,301.6734,1,NA,0.750534990712793
"Macaca fuscata","Primates","Mammalia",0.161275369954749,12603.66051,19731.32879,71.15,3.99288158795346,4.18781656399726,0,354.860775,NA,NA,0.815714475283382
"Macaca mulatta","Primates","Mammalia",0.100448023569319,8775.860375,11980.54173,47.5,3.00068446269678,3.62984257357974,0,473.54,1,NA,0.746337477592918
"Macaca nemestrina","Primates","Mammalia",0.00482400323326717,8365.608203,14684.93289,66.7,3.74318959616701,4.34004106776181,0,397.97,NA,NA,0.643817759146426
"Macaca nigra","Primates","Mammalia",0.160542360169498,9325.124732,17324.18513,NA,4.71868583162218,4.72005475701574,0,321.5695,NA,NA,0.725302342836521
"Macaca silenus","Primates","Mammalia",0.111942045987478,6912.606893,11620.69868,42,3.91321013004791,5.06557152635181,0,291.277,1,NA,0.740592148051167
"Macaca sylvanus","Primates","Mammalia",0.0837195246808985,10255.35799,16070.78182,NA,3.9813826146475,3.71800136892539,0,675,NA,NA,0.75982077450733
"Macaca tonkeana","Primates","Mammalia",0.0073745151190159,11176.39064,18729.87264,NA,5.26707734428474,NA,0,NA,NA,NA,0.573325566058041
"Macroderma gigas","Chiroptera","Mammalia",0.344091675561387,119.7186257,117.3967643,0.17,1.07597535934292,1.05133470225873,NA,21.605,NA,NA,0.576124000695636
"Macropus fuliginosus","Diprotodontia","Mammalia",0.270486102075072,32969.23308,75414.93542,51.62,1.64271047227926,1.93182751540041,0,NA,1,NA,0.79006254434134
"Macroscelides proboscideus","Macroscelidea","Mammalia",-0.101315190775909,44.78338422,43.00505579,NA,0.544832306639288,0.504859685147159,1,NA,NA,NA,0.746708878726467
"Macrotis lagotis","Peramelemorphia","Mammalia",0.141262836330873,1411.534037,2310.75612,NA,0.609171800136893,0.8,0,NA,NA,NA,0.762862384948035
"Madoqua guentheri","Artiodactyla","Mammalia",0.0823308027328708,4181.062454,3732.111752,3.175,0.947296372347707,0.963997262149213,1,1363.34,NA,NA,0.525478298261405
"Madoqua kirkii","Artiodactyla","Mammalia",0.0982188394045502,5577.474086,4823.706408,8.4,1.07077344284736,1.18822724161533,1,1251.64,1,NA,0.691603004381321
"Madoqua saltiana","Artiodactyla","Mammalia",0.146091089436414,NA,NA,NA,1.06283367556468,0.92539356605065,1,NA,NA,NA,0.450054387016789
"Mandrillus leucophaeus","Primates","Mammalia",0.275200784813458,16561.27701,36250.36517,27.3,3.68021902806297,5.91047227926078,0,501.8,1,NA,0.679792590320202
"Mandrillus sphinx","Primates","Mammalia",0.194352207037273,18982.57005,43878.61828,63.468467935,3.632196523,NA,0,531.68555,1,NA,0.80987708412174
"Marmota bobak","Rodentia","Mammalia",0.0662602051231351,NA,NA,NA,3.199488022,NA,1,211.225,NA,NA,0.47606758201104
"Marmota marmota","Rodentia","Mammalia",0.0273343244961286,NA,NA,NA,1.97125256673511,1.93949349760438,1,124.6106,1,NA,0.549615868988968
"Marmota monax","Rodentia","Mammalia",0.147108005247541,3651.130934,4446.873978,7.4,1.484093525,1.500342231,0,123.435,1,NA,0.568407837671302
"Marmota vancouverensis","Rodentia","Mammalia",0.12634443308929,4762.479777,5512.352511,NA,2.02327173169062,2.03586584531143,1,NA,NA,NA,0.699359526859557
"Martes flavigula","Carnivora","Mammalia",-0.0688619706452318,3265.686666,5011.542725,NA,2.38302532511978,2.4558521560575,0,224.25,NA,NA,0.592464244922774
"Martes foina","Carnivora","Mammalia",-0.0707133823478091,1450,1830,3.6,1.500342231,1.998631075,0,119.07,NA,NA,0.514695244542311
"Martes martes","Carnivora","Mammalia",-0.165870070857939,982,1200,3.2,1.39211499,1.166324435,0,114,NA,NA,0.520185390610924
"Martes pennanti","Carnivora","Mammalia",-0.0346193865102158,3730.395182,6591.879262,8.005,1.13303217,0.999315537,0,101.5576,NA,NA,0.53422326744864
"Mazama americana","Artiodactyla","Mammalia",0.414203300810282,NA,24500,NA,1.04070089,0.999315537,0,659.41,NA,NA,0.504153921831468
"Mazama temama","Artiodactyla","Mammalia",-0.0457447146113509,15346.97914,16976.26602,NA,1.55783709787817,1.854893908282,NA,659.41,NA,NA,0.474542936721754
"Meles meles","Carnivora","Mammalia",0.152301363395071,9762.5,13407.5,14.41,3.08665297741273,2.6444900752909,0,262.0175,1,NA,0.621254366448225
"Melursus ursinus","Carnivora","Mammalia",-0.00331590155544672,114955.9158,125276.4022,NA,4.01204654346338,4.91827515400411,0,388.08,NA,NA,0.534364183065491
"Mephitis mephitis","Carnivora","Mammalia",0.044423869400626,2440.14921,3215.110632,5.05,1.00999315537303,0.955509924709103,0,204.81549,1,NA,0.766582303862261
"Meriones meridianus","Rodentia","Mammalia",0.117513120707786,NA,NA,NA,0.56974674880219,0.703901437371663,0,NA,NA,NA,0.646326350675183
"Meriones unguiculatus","Rodentia","Mammalia",0.0390196303051439,88.65251504,95.46441473,NA,0.509240246406571,0.566187542778919,0,55.68,0,NA,0.673719569676716
"Mesocricetus auratus","Rodentia","Mammalia",-0.200054655288037,148.4795593,154.4652502,3.17,0.334565366187543,0.338945927446954,0,75.928875,1,NA,0.632421695677326
"Mico argentatus","Primates","Mammalia",0.00408621775374403,395.6993597,361.11716,1.828100216,2.05612594113621,2.05995893223819,1,153.133365,NA,NA,0.637180532257509
"Microcebus murinus","Primates","Mammalia",0.1176990398244,84.64917559,77.7534779,2.04936673866667,0.922108145106092,0.956605065023956,0,14.46,1,NA,0.785595936486447
"Micromys minutus","Rodentia","Mammalia",-0.055939372333023,NA,8.9,0.165,0.225598904859685,0.42299794661191,0,12.051,NA,NA,0.609577449531696
"Microtus cabrerae","Rodentia","Mammalia",0.00848412905206965,51.4,44.3,0.14,NA,NA,1,NA,NA,NA,0.453688771520121
"Microtus pennsylvanicus","Rodentia","Mammalia",-0.124072598379471,35.11,54.6,1.17,0.287474332648871,0.342231348391513,0,32.460912,1,NA,0.524973603368807
"Miopithecus talapoin","Primates","Mammalia",0.0823065607868815,1625,1431,5.2,4.427281807,5.497604381,0,187.5,1,NA,0.416276834708037
"Monodelphis domestica","Didelphimorphia","Mammalia",0.0288928182376936,99.73329481,140.3486917,0.28,0.461875427789185,0.525119780971937,0,NA,1,NA,0.745609263744977
"Mungos mungo","Carnivora","Mammalia",0.0352124373470084,1736.49955,1571.162373,1.76,1.2145106091718,1.24298425735797,0,129.712,0,NA,0.776423042316278
"Muntiacus muntjak","Artiodactyla","Mammalia",0.0505625659021631,23089.91624,25044.94759,6.5,1.18247775496235,1.69089664613279,0,2070.4086,1,NA,0.571911389862262
"Muntiacus reevesi","Artiodactyla","Mammalia",0.122031280538094,9968.05694,11500.99995,NA,1.22108145106092,1.32676249144422,0,1575,NA,NA,0.804778289369974
"Mus minutoides","Rodentia","Mammalia",-0.00266412266223623,6.5,7.1,0.068,0.136892539356605,0.14072553045859,1,16.2184,NA,NA,0.489363727867234
"Muscardinus avellanarius","Rodentia","Mammalia",0.0377535512018683,23.58758273,27.98413371,NA,0.328542094455852,0.614373716632444,0,5.16,NA,NA,0.644676545533719
"Mustela erminea","Carnivora","Mammalia",-0.0347286660414437,90.45727293,136.5898968,2.64,0.868993839835729,1.93511293634497,0,15.5365,1,NA,0.53260244022741
"Mustela eversmanii","Carnivora","Mammalia",0.108103917946108,753.8948311,1087.928743,4.4674605565,0.854209446,0.955509924709103,0,72.4132,NA,NA,0.513469609498844
"Mustela lutreola","Carnivora","Mammalia",0.176916880343012,736.3535649,1087.443928,1.4,0.971937029431896,0.960985626283368,0,37.62,NA,NA,0.794513779767445
"Mustela nigripes","Carnivora","Mammalia",0.0716193012124165,847.0880713,1042.750325,2.535833016,0.97056810403833,1.01300479123888,0,27.597955,NA,NA,0.903160928494014
"Mustela nivalis","Carnivora","Mammalia",-0.209566625241147,51.5625,115,0.43,0.328542094,0.328542094,0,19.8315,1,NA,0.481608707049019
"Mustela putorius","Carnivora","Mammalia",0.0903835876829447,768.5461149,1138.714931,3.28,0.856947296372348,0.940177960301164,0,91.9296,1,NA,0.906934145541179
"Mustela sibirica","Carnivora","Mammalia",0.118094468280657,170,417,1.659586907,0.940177960301164,0.971937029431896,0,NA,NA,NA,0.616476903698976
"Myocastor coypus","Rodentia","Mammalia",0.25442376091543,6200.393267,7167.644597,9.6,0.674332648870636,0.676249144421629,0,2667.92808,1,NA,0.705924763418234
"Myoprocta pratti","Rodentia","Mammalia",-0.0773725261005459,1039.332418,1047.477445,NA,1.07734428473648,1.14989733059548,1,NA,NA,NA,0.65093087907471
"Myrmecobius fasciatus","Dasyuromorphia","Mammalia",-0.0352103368115858,616.6105589,700.7419688,NA,0.999315537303217,2.00301163586585,0,NA,NA,NA,0.574175861319248
"Myrmecophaga tridactyla","Pilosa","Mammalia",-0.0402585633024794,51597.23752,50360.60236,NA,2.02984257357974,2.43121149897331,0,1755,NA,NA,0.66489104956309
"Naemorhedus griseus","Artiodactyla","Mammalia",0.218520916150068,31577.71502,29162.71996,NA,1.96933607118412,2.0062970568104,0,2000,NA,NA,0.607413470344317
"Nanger dama","Artiodactyla","Mammalia",0.287628353762464,48323.53815,61803.97713,43.06,1.73634496919918,1.82888432580424,0,NA,NA,NA,0.852991132591524
"Nanger granti","Artiodactyla","Mammalia",0.2513961677319,41235.36768,53856.00472,NA,1.23477070499658,1.83271731690623,0,NA,NA,NA,0.63835402089343
"Nanger soemmerringii","Artiodactyla","Mammalia",0.422368808851577,35202.54701,40334.17849,NA,1.65776865160849,2.06926762491444,0,NA,NA,NA,0.70117710460344
"Nasua narica","Carnivora","Mammalia",0.10826153059062,5243.548147,6690.830969,NA,1.96303901437372,1.92142368240931,0,642.18,NA,NA,0.703048769875676
"Nasua nasua","Carnivora","Mammalia",0.229331816304072,4465.916316,5909.107842,4.84,1.35523613963039,1.76865160848734,0,597.028905,NA,NA,0.910605346004932
"Neofelis nebulosa","Carnivora","Mammalia",0.0435958798151392,14638.95087,22506.21627,30.2,2.02354551676934,1.90499657768652,0,NA,NA,NA,0.720287053222441
"Neotoma floridana","Rodentia","Mammalia",0.0884135240053355,313.6049538,357.1843627,NA,0.326288241,0.27652293,0,73.1784375,1,NA,0.572493151337991
"Nesotragus moschatus","Artiodactyla","Mammalia",0.00713569602032162,5270.947085,5458.393384,58.9,1.29993155373032,1.48829568788501,0,NA,NA,NA,0.543666698004015
"Neovison vison","Carnivora","Mammalia",-0.0133340721204037,810.8571429,1431.416667,5.175,0.910609171800137,1.015742642,0,41.1264,1,NA,0.523814705684266
"Macropus agilis","Diprotodontia","Mammalia",0.392168248294244,15128.88312,28001.96779,25.64,1.00479123887748,1.25667351129363,0,NA,1,NA,0.677794677330936
"Macropus eugenii","Diprotodontia","Mammalia",0.175495219889963,6120.017686,9576.365113,46.472053755,0.990006844626968,1.09623545516769,0,NA,1,NA,0.708603266286367
"Macropus parma","Diprotodontia","Mammalia",0.0969567118130192,4686.66236,5762.025054,NA,0.976317590691307,0.943189596167009,0,NA,1,NA,0.831962402145523
"Macropus parryi","Diprotodontia","Mammalia",0.225400523300024,NA,NA,NA,2.0411,2.419,0,NA,NA,NA,0.496117398919338
"Macropus rufogriseus","Diprotodontia","Mammalia",0.114452551413744,15103.91754,21373.47221,54.57,0.922655715263518,1.07597535934292,0,NA,1,NA,0.972523430379066
"Notomys alexis","Rodentia","Mammalia",0.0444685633836509,34.61635014,33.96298658,0.041,0.294045174537988,0.298151950718686,0,41.16801,NA,NA,0.706627844646617
"Nyctereutes procyonoides","Carnivora","Mammalia",0.0391313243719567,5625.000971,6538.882425,9.18,0.983436002737851,1.03764544832307,1,550.746,0,NA,0.709020761798379
"Nycticebus bengalensis","Primates","Mammalia",0.0925349707632989,1322.129565,987.7308301,1.2,1.695852156,NA,0,51.6879,NA,NA,0.523781209859889
"Nycticebus coucang","Primates","Mammalia",0.0609676223175001,1141.337415,1086.623668,1.199499303,1.86830937713895,2.13114305270363,0,51.6879,1,NA,0.590712139679107
"Nycticebus pygmaeus","Primates","Mammalia",0.0576978262422281,581.567384,566.7044533,NA,2.29048596851472,2.30417522245038,0,53.984,1,NA,0.66653655008984
"Octodon degus","Rodentia","Mammalia",0.0588277836341817,222.9801397,232.2051972,NA,0.31211498973306,0.503490759753593,0,134.7678,0,NA,0.719774808659707
"Odocoileus hemionus","Artiodactyla","Mammalia",0.226502021121175,64010.85321,88889.95064,86.8,1.99096509240246,1.94113620807666,0,4768.56205,1,NA,0.585361251847983
"Odocoileus virginianus","Artiodactyla","Mammalia",0.191174477697595,45988.66123,52040.85674,85.5,1.19096509240246,1.35660506502396,0,5130,1,NA,0.795831696073502
"Okapia johnstoni","Artiodactyla","Mammalia",0.0434333024620008,296174.7662,254615.7314,71.8,3.67501711156742,3.68405201916496,0,13900,NA,NA,0.633599470637718
"Onychogalea fraenata","Diprotodontia","Mammalia",0.187241297657087,3813.038,6636.206571,NA,0.540383299,NA,0,NA,NA,NA,0.57004864547647
"Oreamnos americanus","Artiodactyla","Mammalia",0.294198812075147,74153.11445,106221.6799,NA,2.00136892539357,2.00958247775496,0,4208.6022,1,NA,0.690619641775438
"Oreotragus oreotragus","Artiodactyla","Mammalia",-0.0302010387628941,12360.97029,11035.51072,NA,1.88364134154689,1.65639972621492,1,1186.5,NA,NA,0.534143084788765
"Orycteropus afer","Tubulidentata","Mammalia",0.024328815815944,52193.65548,53937.35485,NA,3.31827515400411,2.58617385352498,0,1854,NA,NA,0.50089159228824
"Oryctolagus cuniculus","Lagomorpha","Mammalia",-0.0629582567403951,2571.410603,2564.312359,5.785,0.509240246406571,0.424366872005476,0,916.361506,1,NA,0.867772899603917
"Oryx beisa","Artiodactyla","Mammalia",0.147312199624049,149261.9278,160347.2461,NA,1.95208761122519,2.3813826146475,0,7276.5,NA,NA,0.746280356801241
"Oryx dammah","Artiodactyla","Mammalia",0.301231611339074,140170.7037,146254.5311,53.4,1.9813826146475,2.01505817932923,0,19498.81815,NA,NA,0.949465354859871
"Oryx gazella","Artiodactyla","Mammalia",0.266555326732631,175407.1152,182341.529,37.9,1.99041752224504,2.17248459958932,0,7276.5,NA,NA,0.782902291110199
"Oryx leucoryx","Artiodactyla","Mammalia",0.315666620787372,89024.73623,90959.42317,37.555,1.97837097878166,2.36440793976728,0,5120.5,NA,NA,0.948034147130001
"Macropus antilopinus","Diprotodontia","Mammalia",0.490941170863916,17500,37000,NA,2.075701574,1.834360027,0,NA,1,NA,0.576880736237837
"Macropus robustus","Diprotodontia","Mammalia",0.200609487928953,25807.93112,54132.70155,40,1.1772758384668,1.54962354551677,0,NA,1,NA,0.720872122128206
"Macropus rufus","Diprotodontia","Mammalia",0.167285998097518,31377.45972,76538.23784,40,1.20191649555099,1.70622861054073,0,NA,1,NA,0.932225121870177
"Otaria bryonia","Carnivora","Mammalia",0.0822403560907072,125109.247,339826.4887,69.44,4.04380561259411,4.99986310746064,0,12763.33,NA,NA,0.61033030782881
"Otocolobus manul","Carnivora","Mammalia",0.0204646461197256,4026.364162,4489.822542,2.11,1.93401779603012,1.84229979466119,0,NA,NA,NA,0.630358485136628
"Otocyon megalotis","Carnivora","Mammalia",0.0198912124559832,4844.415845,4902.798559,NA,1.12525667351129,1.88637919233402,1,967.04,0,NA,0.646654295525622
"Otolemur crassicaudatus","Primates","Mammalia",0.0028496107958664,1288.50324,1275.785722,13.32,1.70020533880904,1.62464065708419,0,70.669975,1,NA,0.588750435946355
"Otolemur garnettii","Primates","Mammalia",-0.000229534363077415,1022.189,1141.596244,8.93,1.32511978097194,1.76919917864476,0,30.360645,1,NA,0.571699610187759
"Ovibos moschatus","Artiodactyla","Mammalia",0.182672895944752,256091.6758,363891.2633,NA,2.04243668720055,2.95906913073237,0,8950.5392,1,NA,0.669145454603326
"Ovis canadensis","Artiodactyla","Mammalia",0.166673131987031,59995.7059,88241.59389,338,1.90992470910335,1.93292265571526,0,4463.33505,1,NA,0.714135768208195
"Ovis dalli","Artiodactyla","Mammalia",0.211237417921384,48154.78423,79657.49637,NA,1.86475017111567,1.97481177275838,0,4036.4005,1,NA,0.683001024557968
"Ovis orientalis","Artiodactyla","Mammalia",-0.0686718889916147,30112.76954,NA,NA,1.04859685147159,NA,NA,NA,NA,NA,0.512154206755101
"Ovis aries","Artiodactyla","Mammalia",0.34251202314452,34411.59534,56197.32869,318.8,1.0321697467488,1.97125256673511,0,2899.0128,1,NA,0.760943010907219
"Pachyuromys duprasi","Rodentia","Mammalia",-0.063651739348766,57.99808942,73.31963815,NA,0.199863107460643,0.258726899383984,NA,NA,NA,NA,0.63057764795146
"Pan troglodytes","Primates","Mammalia",0.179634235802806,69856.6919,85988.75554,123.45,8.47912388774812,7.52361396303901,0,375.1793,1,NA,0.803633027665703
"Panthera leo","Carnivora","Mammalia",0.115269733899426,141078.0251,197364.9233,41.3,2.51279945242984,2.66475017111567,0,3672.5,1,NA,0.938206686231941
"Panthera onca","Carnivora","Mammalia",-0.056399556875809,51714.66296,65432.48691,49.4,2.89993155373032,2.68309377138946,0,820,1,NA,0.799387807050163
"Panthera pardus","Carnivora","Mammalia",-0.0174013349521977,38089.17004,50867.97977,NA,2.86105407255305,2.91115674195756,0,1177,1,NA,0.828141306875943
"Panthera tigris","Carnivora","Mammalia",0.0174552895078881,107751.6736,145366.7718,24.4,3.0943189596167,2.99164955509925,0,1283.55052,1,NA,0.931572911248214
"Panthera uncia","Carnivora","Mammalia",0.0470252756474671,35266.83478,40343.42527,18.310705875,3.02532511978097,3.01711156741958,0,994.757,NA,NA,0.767676484229737
"Papio anubis","Primates","Mammalia",0.0415045880132836,21881.15679,42209.69754,78.42,5.02614647501711,3.72621492128679,0,661.52316,1,NA,0.627780688659068
"Papio hamadryas","Primates","Mammalia",0.217973479132706,17442.57745,34970.0729,49.68849018,3.91950718685832,4.82135523613963,0,665.264,1,NA,0.900590801550462
"Papio papio","Primates","Mammalia",0.231980805562414,18614.98468,33478.26977,88.9,4.20862422997947,5.22053388090349,0,662.6367,NA,NA,0.709011066115357
"Paradoxurus hermaphroditus","Carnivora","Mammalia",0.243072966394816,3200,4136.52,NA,1.71937029431896,1.53045859000684,0,583.317,NA,NA,0.598917200571994
"Hyaena brunnea","Carnivora","Mammalia",-0.422478518514923,NA,NA,NA,2.737850787,NA,0,637.6428,1,NA,0.569551448430702
"Pecari tajacu","Artiodactyla","Mammalia",0.154025662770749,32216.63109,29391.4462,29.348979575,1.21697467488022,1.50910335386721,0,2392.1352,NA,NA,0.774430320489632
"Pedetes capensis","Rodentia","Mammalia",-0.139693224901233,2668.799044,2840.588979,18.24,1.17043121149897,1.66242299794661,0,971.1,NA,NA,0.519802275649636
"Perameles gunnii","Peramelemorphia","Mammalia",0.29884951051011,767.8801767,880.5005266,NA,0.613278576317591,0.68911704312115,0,NA,1,NA,0.728750626498538
"Perodicticus potto","Primates","Mammalia",0.165202911806959,954.9037621,1017.876743,NA,1.537522245,1.497604381,0,41.7253,1,NA,0.477542267983951
"Perognathus longimembris","Rodentia","Mammalia",0.0372651817849695,6.672841008,6.576426308,0.07,0.5782340862423,0.657084188911704,0,5.00625,NA,NA,0.644226176494614
