Species,Class,Sex,Parameter,Mean,SD,Lower,Upper
Musophaga violacea,Aves,Female,b1,0.346532059,0.124435439,0.135727594,0.611959037
Musophaga violacea,Aves,Male,a0,-2.551335934,0.537994745,-3.708690395,-1.489793792
Musophaga violacea,Aves,Male,a1,2.685791082,3.033150162,0.06378102,10.35908395
Musophaga violacea,Aves,Male,c,0.079027566,0.02007953,0.019200859,0.101962033
Musophaga violacea,Aves,Male,b0,-12.49250904,3.159240829,-19.08849158,-6.992970667
Musophaga violacea,Aves,Male,b1,0.519418859,0.170291541,0.223619377,0.864977548
Laniarius barbarus,Aves,Female,a0,-2.358033885,0.864497429,-4.120087532,-0.665606941
Laniarius barbarus,Aves,Female,a1,4.499378114,3.097247938,0.223471196,11.83448062
Laniarius barbarus,Aves,Female,c,0.11044348,0.032914343,0.038338647,0.174895665
Laniarius barbarus,Aves,Female,b0,-8.457363109,3.329595824,-15.85759361,-3.117733881
Laniarius barbarus,Aves,Female,b1,0.234826191,0.178655597,0.008854404,0.667650594
Laniarius barbarus,Aves,Male,a0,-2.123560562,0.916265636,-4.017827861,-0.453787149
Laniarius barbarus,Aves,Male,a1,4.139168009,2.91566649,0.330268704,11.37783571
Laniarius barbarus,Aves,Male,c,0.067159646,0.034064529,0.009168734,0.14043319
Laniarius barbarus,Aves,Male,b0,-7.809655619,2.795167966,-14.21224737,-3.502658423
Laniarius barbarus,Aves,Male,b1,0.49483217,0.23400426,0.07901667,0.997062314
Lophura bulweri,Aves,Female,a0,-2.356577959,0.866552245,-4.091312795,-0.721356328
Lophura bulweri,Aves,Female,a1,4.618962595,2.996385275,0.446135571,11.64136228
Lophura bulweri,Aves,Female,c,0.079208243,0.028664819,0.014374441,0.131871687
Lophura bulweri,Aves,Female,b0,-7.735379581,3.25520729,-15.32721024,-3.056693514
Lophura bulweri,Aves,Female,b1,0.214196774,0.149065475,0.014266812,0.575687161
Lophura bulweri,Aves,Male,a0,-2.479250985,0.864396343,-4.270835937,-0.868390425
Lophura bulweri,Aves,Male,a1,4.793545837,3.142964788,0.25871674,12.23839485
Lophura bulweri,Aves,Male,c,0.052322453,0.01745006,0.019363035,0.08787125
Lophura bulweri,Aves,Male,b0,-11.6316394,3.214100196,-18.32169908,-5.64919733
Lophura bulweri,Aves,Male,b1,0.715068484,0.229523731,0.282296051,1.179347926
Agapornis taranta,Aves,Female,a0,-2.009006505,0.865151108,-3.825630307,-0.481510046
Agapornis taranta,Aves,Female,a1,3.924097581,2.779320783,0.408733153,10.76608068
Agapornis taranta,Aves,Female,c,0.105927724,0.047767812,0.011602955,0.193546481
Agapornis taranta,Aves,Female,b0,-5.350945168,2.191154098,-10.83166866,-2.590955107
Agapornis taranta,Aves,Female,b1,0.366901019,0.177234474,0.087855852,0.779841729
Agapornis taranta,Aves,Male,a0,-1.71976737,0.859949665,-3.584035741,-0.245838897
Agapornis taranta,Aves,Male,a1,4.900538444,2.754388405,0.847914734,11.46714292
Agapornis taranta,Aves,Male,c,0.10576215,0.040226287,0.016566555,0.177131101
Agapornis taranta,Aves,Male,b0,-6.326832939,2.740074991,-13.0055006,-2.699340733
Agapornis taranta,Aves,Male,b1,0.407503425,0.222795597,0.078736873,0.937640167
Paradisaea minor,Aves,Female,a0,-2.417996406,0.764605527,-4.036688967,-1.007795625
Paradisaea minor,Aves,Female,a1,3.869904684,2.781035363,0.358839481,10.7028125
Paradisaea minor,Aves,Female,c,0.030086312,0.008470937,0.014590726,0.047487988
Paradisaea minor,Aves,Female,b0,-13.32922172,3.273976995,-20.56404341,-7.631844985
Paradisaea minor,Aves,Female,b1,0.549690979,0.153640269,0.277331279,0.882773701
Paradisaea minor,Aves,Male,a0,-2.684816234,0.75336522,-4.272715568,-1.266391522
Paradisaea minor,Aves,Male,a1,3.651086013,3.431114319,0.130170003,11.83372388
Paradisaea minor,Aves,Male,c,0.041652262,0.014533367,0.008305048,0.068295872
Paradisaea minor,Aves,Male,b0,-10.64620141,2.69286945,-16.69463249,-6.148130348
Paradisaea minor,Aves,Male,b1,0.437606521,0.131111874,0.208635765,0.735782313
Crossoptilon mantchuricum,Aves,Female,a0,-2.452598886,0.834273055,-4.184380401,-0.913825144
Crossoptilon mantchuricum,Aves,Female,a1,5.139756534,3.207912099,0.237382665,12.28043107
Crossoptilon mantchuricum,Aves,Female,c,0.153470214,0.053708752,0.02461652,0.235759574
Crossoptilon mantchuricum,Aves,Female,b0,-5.546897354,2.678929415,-12.31082959,-2.190645929
Crossoptilon mantchuricum,Aves,Female,b1,0.345339242,0.209097702,0.051380204,0.868812594
Crossoptilon mantchuricum,Aves,Male,a0,-2.446017465,0.783829055,-4.075725586,-1.018694752
Crossoptilon mantchuricum,Aves,Male,a1,4.137009981,2.67956462,0.551619663,10.78804415
Crossoptilon mantchuricum,Aves,Male,c,0.041195414,0.022954465,0.002573829,0.088025402
Crossoptilon mantchuricum,Aves,Male,b0,-5.472517267,1.520027343,-9.366176512,-3.411095636
Crossoptilon mantchuricum,Aves,Male,b1,0.369778732,0.128421256,0.179911561,0.685813785
Syrmaticus ellioti,Aves,Female,a0,-2.647239867,0.737358759,-4.158226328,-1.332904472
Syrmaticus ellioti,Aves,Female,a1,4.293041731,3.028713804,0.437076993,11.60163792
Syrmaticus ellioti,Aves,Female,c,0.109859181,0.052975234,0.0090706,0.193597831
Syrmaticus ellioti,Aves,Female,b0,-4.620397757,2.703362833,-12.45545993,-2.166888731
Syrmaticus ellioti,Aves,Female,b1,0.167990217,0.101792704,0.028063007,0.445386104
Syrmaticus ellioti,Aves,Male,a0,-2.395904671,0.717384513,-3.947075098,-1.186575734
Syrmaticus ellioti,Aves,Male,a1,2.812751971,2.333285731,0.283153427,9.202090856
Syrmaticus ellioti,Aves,Male,c,0.108877716,0.038292732,0.018250923,0.166398409
Syrmaticus ellioti,Aves,Male,b0,-5.869253927,2.489148651,-12.27154399,-2.621875527
Syrmaticus ellioti,Aves,Male,b1,0.283681404,0.158710811,0.044758552,0.652764678
Turnix suscitator,Aves,Female,a0,-2.595427249,0.804757928,-4.276505058,-1.171139749
Turnix suscitator,Aves,Female,a1,4.375774235,3.272964795,0.12854724,12.08646417
Turnix suscitator,Aves,Female,c,0.264854031,0.091052059,0.045370117,0.409264828
Turnix suscitator,Aves,Female,b0,-5.441896029,2.824838279,-12.26808,-1.708528424
Turnix suscitator,Aves,Female,b1,0.601246879,0.374851242,0.067243748,1.518867529
Turnix suscitator,Aves,Male,a0,-2.228250761,0.830072113,-3.997280956,-0.795659971
Turnix suscitator,Aves,Male,a1,3.946768523,2.972757109,0.159362964,11.21846829
Turnix suscitator,Aves,Male,c,0.31565672,0.080974765,0.104672116,0.446089971
Turnix suscitator,Aves,Male,b0,-6.425307504,2.860141631,-13.04115582,-2.008063475
Turnix suscitator,Aves,Male,b1,0.684741024,0.420341442,0.05655453,1.603348519
Charadrius hiaticula,Aves,Female,a0,-0.832019846,0.79896758,-2.843017316,0.389046479
Charadrius hiaticula,Aves,Female,a1,2.614091266,1.904766276,0.395487248,7.614418121
Charadrius hiaticula,Aves,Female,c,0.19101325,0.068947067,0.050111278,0.330559302
Charadrius hiaticula,Aves,Female,b0,-8.681500219,3.24336311,-15.43181956,-2.920834694
Charadrius hiaticula,Aves,Female,b1,0.669394926,0.364883177,0.050042627,1.420742939
Charadrius hiaticula,Aves,Male,a0,-2.021163442,0.896310082,-3.852192417,-0.42626354
Charadrius hiaticula,Aves,Male,a1,4.369884296,2.885400506,0.30690574,11.23119193
Charadrius hiaticula,Aves,Male,c,0.211175179,0.058679126,0.068745776,0.314588646
Charadrius hiaticula,Aves,Male,b0,-7.470470914,3.262009,-14.5466942,-2.246606065
Charadrius hiaticula,Aves,Male,b1,0.513704728,0.327469941,0.031876097,1.267391848
Coryphospingus cucullatus,Aves,Female,a0,-2.200959338,0.789239852,-3.877504387,-0.787543121
Coryphospingus cucullatus,Aves,Female,a1,4.224172088,2.899077897,0.334104789,11.0334708
Coryphospingus cucullatus,Aves,Female,c,0.133633679,0.031536656,0.043475323,0.183637489
Coryphospingus cucullatus,Aves,Female,b0,-8.223276397,3.29169496,-15.50728667,-2.794560248
Coryphospingus cucullatus,Aves,Female,b1,0.288344072,0.192678215,0.014103595,0.725897922
Coryphospingus cucullatus,Aves,Male,a0,-2.463789319,0.823507879,-4.175244549,-0.950509334
Coryphospingus cucullatus,Aves,Male,a1,4.049155878,3.005825603,0.144236933,11.35658986
Coryphospingus cucullatus,Aves,Male,c,0.167267979,0.035851399,0.065248319,0.221277037
Coryphospingus cucullatus,Aves,Male,b0,-8.756020091,3.483843237,-16.43445364,-2.858721406
Coryphospingus cucullatus,Aves,Male,b1,0.378119528,0.2534391,0.018141393,0.949301265
Malurus lamberti,Aves,Female,a0,-2.273446092,0.850706372,-4.007869819,-0.70745997
Malurus lamberti,Aves,Female,a1,4.103804754,2.944341049,0.292339378,11.33543838
Malurus lamberti,Aves,Female,c,0.17760878,0.079115469,0.020127908,0.323639153
Malurus lamberti,Aves,Female,b0,-5.223419206,2.592691716,-12.02953907,-2.05591935
Malurus lamberti,Aves,Female,b1,0.529518958,0.289736702,0.080261285,1.206727738
Malurus lamberti,Aves,Male,a0,-0.994940979,0.729753355,-2.693609402,0.206763476
Malurus lamberti,Aves,Male,a1,4.067640796,2.302391232,0.732668202,9.400071679
Malurus lamberti,Aves,Male,c,0.133197803,0.033237567,0.067908241,0.200154792
Malurus lamberti,Aves,Male,b0,-10.49044009,3.1217327,-16.88370618,-4.888990549
Malurus lamberti,Aves,Male,b1,0.977588525,0.318294853,0.380024179,1.609799664
Paroaria dominicana,Aves,Female,a0,-2.696211496,0.78534432,-4.279946476,-1.214561978
Paroaria dominicana,Aves,Female,a1,4.94413204,3.276506149,0.215373032,12.49108495
Paroaria dominicana,Aves,Female,c,0.112480317,0.030462911,0.029199517,0.158031327
Paroaria dominicana,Aves,Female,b0,-8.089198451,3.537249853,-15.83191179,-2.817055075
Paroaria dominicana,Aves,Female,b1,0.339204786,0.20857405,0.043650733,0.800949227
Paroaria dominicana,Aves,Male,a0,-2.647496379,0.788854971,-4.237743271,-1.187192639
Paroaria dominicana,Aves,Male,a1,4.744330681,3.058245621,0.377186538,11.92185428
Paroaria dominicana,Aves,Male,c,0.119579319,0.03346733,0.027782766,0.170381841
Paroaria dominicana,Aves,Male,b0,-7.792821833,3.507891694,-15.57552718,-2.644428788
Paroaria dominicana,Aves,Male,b1,0.285072416,0.193114875,0.022265403,0.731258596
Ploceus baglafecht,Aves,Female,a0,-2.45383119,0.848335926,-4.176439847,-0.870841011
Ploceus baglafecht,Aves,Female,a1,4.619004465,3.088879124,0.315069152,11.54944345
Ploceus baglafecht,Aves,Female,c,0.10022321,0.033020978,0.023781244,0.160999015
Ploceus baglafecht,Aves,Female,b0,-7.25794986,2.891712848,-14.096546,-3.045786628
Ploceus baglafecht,Aves,Female,b1,0.43998614,0.233474034,0.069049312,0.9717433
Ploceus baglafecht,Aves,Male,a0,-2.520274112,0.795843294,-4.145667983,-1.108419833
Ploceus baglafecht,Aves,Male,a1,3.926158256,3.200723803,0.132830672,11.67317087
Ploceus baglafecht,Aves,Male,c,0.181116868,0.050048753,0.059288183,0.268727404
Ploceus baglafecht,Aves,Male,b0,-8.125750549,3.206412744,-15.23680905,-2.663074211
Ploceus baglafecht,Aves,Male,b1,0.544427244,0.347496151,0.029140239,1.28120033
Lybius dubius,Aves,Female,a0,-2.242319385,0.783753549,-3.944659183,-0.899392639
Lybius dubius,Aves,Female,a1,4.428737566,2.787178304,0.522292728,11.05525306
Lybius dubius,Aves,Female,c,0.159786708,0.037360822,0.044126584,0.207765167
Lybius dubius,Aves,Female,b0,-7.323294917,3.169102693,-14.39147991,-2.386144651
Lybius dubius,Aves,Female,b1,0.435766051,0.264231755,0.05468102,1.024067194
Lybius dubius,Aves,Male,a0,-2.882487695,0.753748521,-4.422427408,-1.486761668
Lybius dubius,Aves,Male,a1,5.146155505,3.309670045,0.10900892,12.68448187
Lybius dubius,Aves,Male,c,0.127110235,0.017445905,0.087607068,0.154664693
Lybius dubius,Aves,Male,b0,-13.60058927,3.540377767,-20.56045756,-6.725250269
Lybius dubius,Aves,Male,b1,0.958400138,0.280643471,0.399403279,1.496469687
Trachyphonus vaillantii,Aves,Female,a0,-2.266717965,0.882952071,-4.155631805,-0.668196441
Trachyphonus vaillantii,Aves,Female,a1,4.415942384,2.976565754,0.204943839,11.59932159
Trachyphonus vaillantii,Aves,Female,c,0.22192743,0.06727784,0.055424381,0.333902062
Trachyphonus vaillantii,Aves,Female,b0,-6.887446863,3.282994501,-14.31480945,-2.122484808
Trachyphonus vaillantii,Aves,Female,b1,0.490853051,0.324658146,0.034175929,1.237338989
Trachyphonus vaillantii,Aves,Male,a0,-1.825576809,0.826083848,-3.718244252,-0.499441654
Trachyphonus vaillantii,Aves,Male,a1,2.780100463,2.300888161,0.292948145,9.177956891
Trachyphonus vaillantii,Aves,Male,c,0.174147375,0.056423889,0.041552889,0.2705672
Trachyphonus vaillantii,Aves,Male,b0,-7.6238017,2.725299826,-13.68252707,-3.27273314
Trachyphonus vaillantii,Aves,Male,b1,0.903675962,0.355339366,0.309236288,1.669270802
Trachyphonus erythrocephalus,Aves,Female,a0,-1.599563661,0.541715822,-2.908355232,-0.717004954
Trachyphonus erythrocephalus,Aves,Female,a1,2.19743238,1.676267989,0.318347409,6.620173313
Trachyphonus erythrocephalus,Aves,Female,c,0.162991093,0.033878118,0.071193825,0.213804027
Trachyphonus erythrocephalus,Aves,Female,b0,-8.061570709,2.93476878,-14.89195642,-3.283988715
Trachyphonus erythrocephalus,Aves,Female,b1,0.446513272,0.23900077,0.047473239,0.954771985
Trachyphonus erythrocephalus,Aves,Male,a0,-3.010523501,0.738103361,-4.539294344,-1.679891953
Trachyphonus erythrocephalus,Aves,Male,a1,5.029665682,3.322372102,0.083053534,12.29485514
Trachyphonus erythrocephalus,Aves,Male,c,0.159260936,0.041540054,0.043140411,0.211468401
Trachyphonus erythrocephalus,Aves,Male,b0,-6.25230192,3.029527965,-13.67578639,-2.294108069
Trachyphonus erythrocephalus,Aves,Male,b1,0.275714576,0.184575972,0.038337947,0.717889579
Amandava subflava,Aves,Female,a0,-1.090290558,0.744196378,-2.778942596,0.107912663
Amandava subflava,Aves,Female,a1,4.649640389,2.373811866,1.009258589,9.932495644
Amandava subflava,Aves,Female,c,0.233880343,0.040631223,0.096056243,0.280691792
Amandava subflava,Aves,Female,b0,-8.418459599,3.629168762,-16.07544375,-1.978054466
Amandava subflava,Aves,Female,b1,0.18908654,0.172003973,0.005423134,0.643338046
Amandava subflava,Aves,Male,a0,-1.292730917,0.848668145,-3.211576209,0.088849916
Amandava subflava,Aves,Male,a1,5.711825964,2.625375911,1.401206845,11.54196049
Amandava subflava,Aves,Male,c,0.170271372,0.039204447,0.043341118,0.215671545
Amandava subflava,Aves,Male,b0,-7.736195693,3.634575668,-15.47836942,-2.171682327
Amandava subflava,Aves,Male,b1,0.157931186,0.140872236,0.00443666,0.527207663
Estrilda astrild,Aves,Female,a0,-2.596193256,0.775582362,-4.204477921,-1.195851377
Estrilda astrild,Aves,Female,a1,4.145615608,3.153332308,0.12786295,11.61111499
Estrilda astrild,Aves,Female,c,0.146096351,0.037390746,0.046971058,0.20818495
Estrilda astrild,Aves,Female,b0,-7.49594368,2.634623647,-13.41765626,-3.07573923
Estrilda astrild,Aves,Female,b1,0.595010375,0.266007462,0.125051678,1.160686089
Estrilda astrild,Aves,Male,a0,-2.372281918,0.776849609,-4.056149264,-1.023697404
Estrilda astrild,Aves,Male,a1,3.459502062,3.087288958,0.149903863,11.25335372
Estrilda astrild,Aves,Male,c,0.108652522,0.029938461,0.026730215,0.15632917
Estrilda astrild,Aves,Male,b0,-9.327406536,2.586009162,-14.93549539,-4.797522813
Estrilda astrild,Aves,Male,b1,0.728312885,0.240425953,0.279721476,1.232448443
Syrmaticus soemmerringii,Aves,Female,a0,-2.588575457,0.806942362,-4.181325427,-1.060334129
Syrmaticus soemmerringii,Aves,Female,a1,4.883452867,3.147780446,0.23107869,11.91588933
Syrmaticus soemmerringii,Aves,Female,c,0.162125909,0.053984308,0.031696314,0.250562659
Syrmaticus soemmerringii,Aves,Female,b0,-6.731692528,3.410367232,-14.57629807,-2.243163647
Syrmaticus soemmerringii,Aves,Female,b1,0.300374522,0.221871114,0.020316379,0.859847218
Syrmaticus soemmerringii,Aves,Male,a0,-2.690322325,0.788502315,-4.275982981,-1.217431305
Syrmaticus soemmerringii,Aves,Male,a1,4.832877041,3.15656699,0.149356143,12.04595625
Syrmaticus soemmerringii,Aves,Male,c,0.11164123,0.050279625,0.011331958,0.198944097
Syrmaticus soemmerringii,Aves,Male,b0,-5.244614573,2.318753867,-11.24692207,-2.426698012
Syrmaticus soemmerringii,Aves,Male,b1,0.398463593,0.210585711,0.107062823,0.923080057
Syrmaticus reevesii,Aves,Female,a0,-2.934776764,0.679541048,-4.373306654,-1.702383998
Syrmaticus reevesii,Aves,Female,a1,4.769411809,3.128167279,0.469088339,12.20098199
Syrmaticus reevesii,Aves,Female,c,0.047554913,0.030760627,0.002239953,0.112454079
Syrmaticus reevesii,Aves,Female,b0,-3.016702957,0.549842052,-4.375180942,-2.30476735
Syrmaticus reevesii,Aves,Female,b1,0.184924851,0.051390865,0.107310166,0.306593636
Syrmaticus reevesii,Aves,Male,a0,-2.136400799,0.684684371,-3.663817302,-0.948231828
Syrmaticus reevesii,Aves,Male,a1,5.3417417,2.958332941,1.096878464,12.03591861
Syrmaticus reevesii,Aves,Male,c,0.05687389,0.036239876,0.002929215,0.13211647
Syrmaticus reevesii,Aves,Male,b0,-3.076214664,0.757109998,-4.774221857,-2.239500811
Syrmaticus reevesii,Aves,Male,b1,0.154508098,0.052126078,0.07867937,0.275168157
Phasianus colchicus,Aves,Female,a0,-2.565086452,0.706104283,-4.157643886,-1.392372325
Phasianus colchicus,Aves,Female,a1,6.449687769,2.952206077,1.897223472,13.22027363
Phasianus colchicus,Aves,Female,c,0.092402909,0.051008735,0.005756674,0.178661387
Phasianus colchicus,Aves,Female,b0,-3.431623533,1.862414949,-8.998638425,-1.956411247
Phasianus colchicus,Aves,Female,b1,0.1082561,0.073059889,0.030312437,0.321585152
Phasianus colchicus,Aves,Male,a0,-1.883102511,0.636629886,-3.350287922,-0.859543256
Phasianus colchicus,Aves,Male,a1,7.945594217,3.020384615,2.73476721,14.3426103
Phasianus colchicus,Aves,Male,c,0.067421614,0.039698391,0.0036217,0.143832426
Phasianus colchicus,Aves,Male,b0,-3.1919482,1.142748192,-5.791542275,-2.143967218
Phasianus colchicus,Aves,Male,b1,0.131232998,0.076780603,0.051812618,0.308558266
Phasianus versicolor,Aves,Female,a0,-2.653814296,0.818733606,-4.308232064,-1.117780647
Phasianus versicolor,Aves,Female,a1,5.847999233,3.256288888,0.61549688,13.0693835
Phasianus versicolor,Aves,Female,c,0.064685091,0.037859469,0.003558671,0.13764426
Phasianus versicolor,Aves,Female,b0,-4.083305571,1.606365978,-8.678315551,-2.479349973
Phasianus versicolor,Aves,Female,b1,0.231429892,0.113906234,0.088964157,0.53054259
Phasianus versicolor,Aves,Male,a0,-2.864045523,0.756579392,-4.444871555,-1.393426438
Phasianus versicolor,Aves,Male,a1,5.251348416,3.19302237,0.340286021,12.63031597
Phasianus versicolor,Aves,Male,c,0.059051402,0.032074233,0.004400333,0.12048333
Phasianus versicolor,Aves,Male,b0,-4.547420182,1.563022678,-8.517856336,-2.783391351
Phasianus versicolor,Aves,Male,b1,0.299367624,0.126552061,0.130529573,0.608003826
Hypsipetes leucocephalus,Aves,Female,a0,-2.718531568,0.800422444,-4.31231193,-1.229092555
Hypsipetes leucocephalus,Aves,Female,a1,5.757287058,3.186798032,0.570274275,12.87983613
Hypsipetes leucocephalus,Aves,Female,c,0.068550418,0.032758517,0.004984168,0.123535175
Hypsipetes leucocephalus,Aves,Female,b0,-5.731510885,2.725776221,-12.64179261,-2.740409286
Hypsipetes leucocephalus,Aves,Female,b1,0.279375757,0.186153388,0.05634746,0.760265291
Hypsipetes leucocephalus,Aves,Male,a0,-2.512040971,0.801932356,-4.195336248,-1.043732986
Hypsipetes leucocephalus,Aves,Male,a1,5.74963405,3.102818868,0.615225528,12.35593185
Hypsipetes leucocephalus,Aves,Male,c,0.059235986,0.023453062,0.007832721,0.098938692
Hypsipetes leucocephalus,Aves,Male,b0,-6.095992148,2.354454051,-11.86210137,-3.11187102
Hypsipetes leucocephalus,Aves,Male,b1,0.287152287,0.147796521,0.081517194,0.63801963
Zosterops palpebrosus,Aves,Female,a0,-2.091451181,0.961820442,-3.982735679,-0.231835893
Zosterops palpebrosus,Aves,Female,a1,4.596659022,2.947406846,0.419059196,11.66943325
Zosterops palpebrosus,Aves,Female,c,0.124078015,0.048548997,0.02233559,0.215067853
Zosterops palpebrosus,Aves,Female,b0,-7.079336739,3.166078515,-14.32897847,-2.710545128
Zosterops palpebrosus,Aves,Female,b1,0.412440537,0.254449523,0.051202967,1.001633105
Zosterops palpebrosus,Aves,Male,a0,-2.526678033,0.855018703,-4.288915806,-0.926932355
Zosterops palpebrosus,Aves,Male,a1,5.124481816,3.066709106,0.358181789,12.14355053
Zosterops palpebrosus,Aves,Male,c,0.117369904,0.051063752,0.013616308,0.204867971
Zosterops palpebrosus,Aves,Male,b0,-6.732980718,3.427083711,-14.9809891,-2.546281823
Zosterops palpebrosus,Aves,Male,b1,0.349886193,0.248414487,0.033718441,0.992145417
Pucrasia macrolopha,Aves,Female,a0,-2.374464776,0.841245337,-4.085620973,-0.842512739
Pucrasia macrolopha,Aves,Female,a1,4.319036099,3.182957736,0.139298754,11.53765881
Pucrasia macrolopha,Aves,Female,c,0.309592069,0.083442622,0.093450885,0.447479756
Pucrasia macrolopha,Aves,Female,b0,-6.876572251,3.389014755,-14.44987905,-1.783922075
Pucrasia macrolopha,Aves,Female,b1,0.459352937,0.334419787,0.020977168,1.24658883
Pucrasia macrolopha,Aves,Male,a0,-2.116373426,0.890642493,-4.012422673,-0.54076138
Pucrasia macrolopha,Aves,Male,a1,4.302954403,2.885455838,0.266642309,11.01944772
Pucrasia macrolopha,Aves,Male,c,0.196316866,0.064992869,0.044411702,0.317423412
Pucrasia macrolopha,Aves,Male,b0,-6.879756044,3.105441928,-13.93710191,-2.280228668
Pucrasia macrolopha,Aves,Male,b1,0.571778221,0.357307454,0.039248017,1.391161086
Trachyphonus darnaudii,Aves,Female,a0,-1.771284156,0.882831506,-3.725245645,-0.265879595
Trachyphonus darnaudii,Aves,Female,a1,3.683693217,2.466835523,0.323935726,9.82221271
Trachyphonus darnaudii,Aves,Female,c,0.154645373,0.043719571,0.05352473,0.234806907
Trachyphonus darnaudii,Aves,Female,b0,-7.98223541,3.022338831,-14.62451827,-2.905856394
Trachyphonus darnaudii,Aves,Female,b1,0.61269689,0.317398848,0.071545283,1.268106715
Trachyphonus darnaudii,Aves,Male,a0,-2.380896879,0.879744078,-4.224834366,-0.750202657
Trachyphonus darnaudii,Aves,Male,a1,4.755345762,3.066378709,0.303636442,11.60435965
Trachyphonus darnaudii,Aves,Male,c,0.156348917,0.066430487,0.016328791,0.270213233
Trachyphonus darnaudii,Aves,Male,b0,-5.616737469,2.885384567,-12.72980509,-2.157451662
Trachyphonus darnaudii,Aves,Male,b1,0.406174074,0.249491207,0.056792388,1.020175135
Psilopogon pyrolophus,Aves,Female,a0,-1.997083108,0.948202026,-3.916166544,-0.248043619
Psilopogon pyrolophus,Aves,Female,a1,4.143932684,2.921693991,0.272256967,11.1093507
Psilopogon pyrolophus,Aves,Female,c,0.163346822,0.039463573,0.068861397,0.231526696
Psilopogon pyrolophus,Aves,Female,b0,-8.18453358,3.341559718,-15.49986099,-2.788721903
Psilopogon pyrolophus,Aves,Female,b1,0.318253193,0.241534705,0.013750964,0.911677258
Psilopogon pyrolophus,Aves,Male,a0,-2.366080659,0.860017544,-4.123232433,-0.775765017
Psilopogon pyrolophus,Aves,Male,a1,4.507208311,3.051196551,0.178219863,11.67284222
Psilopogon pyrolophus,Aves,Male,c,0.242540356,0.050106885,0.110640098,0.324328392
Psilopogon pyrolophus,Aves,Male,b0,-8.158063179,3.501456392,-15.78189037,-2.228789155
Psilopogon pyrolophus,Aves,Male,b1,0.22938716,0.193301634,0.009381495,0.725917086
Megalaima mystacophanos,Aves,Female,a0,-1.892309148,0.923236904,-3.847226137,-0.302775473
Megalaima mystacophanos,Aves,Female,a1,3.485838707,2.774466505,0.242989612,10.49878319
Megalaima mystacophanos,Aves,Female,c,0.226461615,0.066790966,0.065708175,0.335901351
Megalaima mystacophanos,Aves,Female,b0,-6.949615754,3.051367327,-14.17835775,-2.378849893
Megalaima mystacophanos,Aves,Female,b1,0.468116735,0.276026718,0.033027576,1.080987482
Megalaima mystacophanos,Aves,Male,a0,-1.876876149,0.947416292,-3.803833646,-0.207608051
Megalaima mystacophanos,Aves,Male,a1,4.037568993,2.762492065,0.408602555,10.85921852
Megalaima mystacophanos,Aves,Male,c,0.173078219,0.059034346,0.035166906,0.270524482
Megalaima mystacophanos,Aves,Male,b0,-6.668068303,3.021938227,-13.91063086,-2.387677545
Megalaima mystacophanos,Aves,Male,b1,0.462433064,0.278643307,0.045406806,1.134172204
Ara severus,Aves,Female,a0,-2.73700775,0.78147881,-4.33766745,-1.287753676
Ara severus,Aves,Female,a1,4.397042737,3.236732734,0.181244525,12.05875566
Ara severus,Aves,Female,c,0.043308559,0.010632649,0.018005771,0.062812445
Ara severus,Aves,Female,b0,-9.80157861,3.140742314,-16.972066,-4.620128907
Ara severus,Aves,Female,b1,0.260348094,0.118993765,0.048627576,0.509441602
Ara severus,Aves,Male,a0,-2.484492664,0.788884587,-4.141121317,-1.040659961
Ara severus,Aves,Male,a1,4.875209026,2.866689714,0.6632055,11.55609461
Ara severus,Aves,Male,c,0.031299425,0.0071171,0.0171621,0.04492861
Ara severus,Aves,Male,b0,-10.96729709,3.356164751,-18.51316145,-5.51275576
Ara severus,Aves,Male,b1,0.318397169,0.123969963,0.105220506,0.597787025
Paradisaea rubra,Aves,Female,a0,-2.525121429,0.800123292,-4.208798527,-1.050429566
Paradisaea rubra,Aves,Female,a1,4.328399207,3.088188773,0.217914273,11.5027767
Paradisaea rubra,Aves,Female,c,0.074964614,0.024366424,0.020164798,0.119336946
Paradisaea rubra,Aves,Female,b0,-7.608126388,2.810961003,-14.42160452,-3.35834482
Paradisaea rubra,Aves,Female,b1,0.291302874,0.159454973,0.03246361,0.641972122
Paradisaea rubra,Aves,Male,a0,-2.784150115,0.803838271,-4.418190852,-1.267614085
Paradisaea rubra,Aves,Male,a1,5.119878866,3.285787887,0.17575345,12.36526939
Paradisaea rubra,Aves,Male,c,0.064480622,0.017088747,0.025964083,0.096280757
Paradisaea rubra,Aves,Male,b0,-9.191773807,2.843211116,-15.55513179,-4.368705223
Paradisaea rubra,Aves,Male,b1,0.449729949,0.16387276,0.16807158,0.805493536
Geotrygon versicolor,Aves,Female,a0,-1.912394645,0.830959987,-3.749430288,-0.459410212
Geotrygon versicolor,Aves,Female,a1,5.869790243,2.857185338,1.289206432,12.37470748
Geotrygon versicolor,Aves,Female,c,0.113898787,0.020405596,0.061423266,0.146348042
Geotrygon versicolor,Aves,Female,b0,-8.725159313,3.448206745,-16.19741243,-3.105652389
Geotrygon versicolor,Aves,Female,b1,0.124278525,0.106305603,0.004274657,0.389311554
Geotrygon versicolor,Aves,Male,a0,-2.953507896,0.776467134,-4.580873634,-1.514186066
Geotrygon versicolor,Aves,Male,a1,5.57291592,3.176538193,0.521677762,12.6828584
Geotrygon versicolor,Aves,Male,c,0.093367214,0.022863177,0.026404832,0.12409503
